Serial No,Location,Apartment_size,Bed,Bath,Price,Area
1593,"Rupnagar R/A, Mirpur, Dhaka",500,2,1,11000,Mirpur
1594,"Mirpur, Dhaka",600,2,1,8500,Mirpur
1595,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur
1596,"Gulbag, Malibagh, Dhaka",900,2,2,20000,Malibagh
1597,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,13000,Mirpur
1598,"Malibagh, Dhaka",1200,3,2,22000,Malibagh
1599,"Block B, Section 12, Mirpur, Dhaka",1400,3,3,24000,Mirpur
1600,"Shyamoli, Dhaka",850,2,2,14500,Shyamoli
1601,"Block K, Bashundhara R-A, Dhaka",800,2,2,18000,Bashundhara
1602,"Block D, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
1603,"Jagannathpur, Badda, Dhaka",650,2,1,12500,Badda
1604,"Block D, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
1605,"Block D, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
1606,"Tikatuli, Sutrapur, Dhaka",650,2,2,16000,Sutrapur
1607,"Kathalbagan, Dhaka",1250,3,2,25000,Kathalbagan
1608,"Maghbazar, Dhaka",1675,3,3,35000,Maghbazar
1609,"Naya Paltan, Motijheel, Dhaka",1200,3,2,30000,Paltan
1610,"Jagannathpur, Badda, Dhaka",700,2,2,13000,Badda
1611,"Jagannathpur, Badda, Dhaka",650,2,1,11500,Badda
1612,"Uttar Badda, Badda, Dhaka",700,2,2,20000,Badda
1613,"Kafrul, Dhaka",850,2,2,15000,Kafrul
1614,"East Goran, Goran, Khilgaon, Dhaka",600,2,1,9500,Khilgaon
1615,"East Kazipara, Mirpur, Dhaka",600,1,2,10500,Mirpur
1616,"Section 1, Mirpur, Dhaka",600,2,1,10000,Mirpur
1617,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,3,14000,Mirpur
1618,"East Kazipara, Mirpur, Dhaka",550,1,1,9000,Mirpur
1619,"North Pirerbag, Pirerbag, Mirpur, Dhaka",600,2,2,10500,Mirpur
1620,"Nurer Chala, Badda, Dhaka",800,2,2,13000,Badda
1621,"Rayer Bazaar, Hazaribag, Dhaka",600,2,1,10000,Hazaribag
1622,"Mirpur, Dhaka",1300,3,3,18000,Mirpur
1623,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",650,2,2,12000,Mirpur
1624,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1200,3,3,20000,Agargaon
1625,"Mohammadi Housing LTD., Mohammadpur, Dhaka",600,2,1,12000,Mohammadpur
1626,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",1100,2,1,28000,Mirpur
1627,"Block F, Bashundhara R-A, Dhaka",1800,3,4,32000,Bashundhara
1628,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
1629,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1630,"Block A, Banasree, Dhaka",1240,3,3,22000,Banasree
1631,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1632,"Section 1, Mirpur, Dhaka",1300,3,3,17000,Mirpur
1633,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1050,3,2,16000,Mohammadpur
1634,"Maghbazar, Dhaka",1600,3,3,35000,Maghbazar
1635,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
1636,"Chairman Para, Dakshin Khan, Dhaka",700,2,2,9000,Dakshin Khan
1637,"Kafrul, Dhaka",1150,3,3,20000,Kafrul
1638,"Block G, Bashundhara R-A, Dhaka",1250,2,2,25000,Bashundhara
1639,"Mirpur Road, New Market, Dhaka",1450,3,3,35000,New Market
1640,"Sector 3, Uttara, Dhaka",2400,4,4,70000,Uttara
1641,"Mohammadpur, Dhaka",720,2,2,15000,Mohammadpur
1642,"Mohammadpur, Dhaka",680,2,2,12000,Mohammadpur
1643,"Mohammadpur, Dhaka",750,2,2,14500,Mohammadpur
1644,"Block A, Section 10, Mirpur, Dhaka",1300,3,3,25000,Mirpur
1645,"Turag City, Section 1, Mirpur, Dhaka",750,2,2,12000,Turag
1646,"Section 1, Mirpur, Dhaka",550,2,1,10000,Mirpur
1647,"Shantibag, Malibagh, Dhaka",800,2,2,18000,Malibagh
1648,"Section 1, Mirpur, Dhaka",550,2,1,10000,Mirpur
1649,"Mohammadia Housing Society, Mohammadpur, Dhaka",1100,3,3,22000,Mohammadpur
1650,"Sector 12, Uttara, Dhaka",400,1,1,11000,Uttara
1651,"Sector 13, Uttara, Dhaka",1200,3,3,24000,Uttara
1652,"Tikatuli, Sutrapur, Dhaka",650,2,2,15000,Sutrapur
1653,"Tilpapara, Khilgaon, Dhaka",700,2,2,15000,Khilgaon
1654,"Tilpapara, Khilgaon, Dhaka",700,2,2,13000,Khilgaon
1655,"Eastern Pallabi, Pallabi, Mirpur, Dhaka",1300,3,3,18000,Mirpur
1656,"Block D, Banasree, Dhaka",1100,3,2,18000,Banasree
1657,"Block B, Section 12, Mirpur, Dhaka",650,2,2,14000,Mirpur
1658,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",700,2,2,11500,Mohammadpur
1659,"Pirerbag, Mirpur, Dhaka",1250,3,3,17000,Mirpur
1660,"Kallyanpur, Mirpur, Dhaka",1150,3,3,17000,Mirpur
1661,"Middle Paikpara, Mirpur, Dhaka",700,2,2,11000,Mirpur
1662,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
1663,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1080,3,2,14000,Mirpur
1664,"West Shewrapara, Mirpur, Dhaka",850,2,2,12500,Mirpur
1665,"East Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur
1666,"Lalmatia, Dhaka",1200,3,3,40000,Lalmatia
1667,"Mirpur, Dhaka",1100,3,3,18000,Mirpur
1668,"Sector 3, Uttara, Dhaka",1600,3,3,25000,Uttara
1669,"Block D, Banasree, Dhaka",950,2,2,18000,Banasree
1670,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,18000,Adabor
1671,"Chairman Para, Dakshin Khan, Dhaka",700,2,2,12000,Dakshin Khan
1672,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",1200,3,3,18000,Mohammadpur
1673,"Baitul Aman Housing Society, Adabor, Dhaka",1050,3,2,18000,Adabor
1674,"Sector 3, Uttara, Dhaka",1550,3,3,30000,Uttara
1675,"Baitul Aman Housing Society, Adabor, Dhaka",1300,3,3,21000,Adabor
1676,"Section 1, Mirpur, Dhaka",700,2,2,16000,Mirpur
1677,"Shegunbagicha, Dhaka",1450,3,3,32000,Shegunbagicha
1678,"Baitul Aman Housing Society, Adabor, Dhaka",700,2,2,15000,Adabor
1679,"Sector 14, Uttara, Dhaka",1700,3,4,30000,Uttara
1680,"Sector 14, Uttara, Dhaka",900,2,2,18000,Uttara
1681,"Ashkona, Dakshin Khan, Dhaka",600,2,1,10000,Dakshin Khan
1682,"North Kamlapur, Kamlapur, Motijheel, Dhaka",1050,3,2,25000,Motijheel
1683,"Farmgate, Tejgaon, Dhaka",1350,3,3,32000,Farmgate
1684,"Taltola, Agargaon, Dhaka",850,2,2,14000,Taltola
1685,"Nayatola, Maghbazar, Dhaka",550,2,1,12000,Maghbazar
1686,"Block E, Bashundhara R-A, Dhaka",1280,3,3,21000,Bashundhara
1687,"Block E, Bashundhara R-A, Dhaka",1200,3,3,21000,Bashundhara
1688,"Block E, Bashundhara R-A, Dhaka",1200,3,3,20000,Bashundhara
1689,"Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur
1690,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700,2,2,13000,Mirpur
1691,"Block G, Bashundhara R-A, Dhaka",1250,2,2,25000,Bashundhara
1692,"Block G, Bashundhara R-A, Dhaka",1250,2,2,25000,Bashundhara
1693,"Block G, Bashundhara R-A, Dhaka",1250,2,2,25000,Bashundhara
1694,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1000,3,2,14000,Mohammadpur
1695,"Block A, Dhaka Uddan, Mohammadpur, Dhaka",1000,3,2,14000,Mohammadpur
1696,"Manikdi, Cantonment, Dhaka",650,2,2,10000,Cantonment
1697,"Sector 14, Uttara, Dhaka",1000,2,2,20000,Uttara
1698,"Block C, Bochila Garden City, Bochila, Mohammadpur, Dhaka",700,2,2,10000,Mohammadpur
1699,"Taltola, Agargaon, Dhaka",1000,3,2,18000,Taltola
1700,"Mirpur, Dhaka",1250,3,3,18000,Mirpur
1701,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",1256,3,3,25000,Mirpur
1702,"Pirerbag, Mirpur, Dhaka",1200,3,3,16500,Mirpur
1703,"Agargaon, Dhaka",950,3,2,15000,Agargaon
1704,"New Eskaton, Eskaton, Dhaka",1200,3,3,25000,Eskaton
1705,"Shahjahanpur, Dhaka",500,2,1,15000,Shahjahanpur
1706,"Tikatuli, Sutrapur, Dhaka",700,2,2,15500,Sutrapur
1707,"Kalachandpur, Dhaka",1000,3,3,14500,Kalachandpur
1708,"Ibrahimpur, Dhaka",750,2,2,13000,Ibrahimpur
1709,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,14000,Mohammadpur
1710,"Shantibag, Malibagh, Dhaka",600,2,1,14000,Malibagh
1711,"Mirpur, Dhaka",1275,3,3,16000,Mirpur
1712,"Ibrahimpur, Dhaka",720,2,2,13500,Ibrahimpur
1713,"Taltola, Agargaon, Dhaka",600,1,2,11000,Taltola
1714,"Shantinagar, Dhaka",1180,3,3,32000,Shantinagar
1715,"Middle Paikpara, Mirpur, Dhaka",650,2,2,11000,Mirpur
1716,"North Pirerbag, Pirerbag, Mirpur, Dhaka",600,2,2,11000,Mirpur
1717,"Sector 5, Uttara, Dhaka",1800,3,4,32000,Uttara
1718,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",700,2,2,11500,Mohammadpur
1719,"North Pirerbag, Pirerbag, Mirpur, Dhaka",968,3,2,15000,Mirpur
1720,"Kallyanpur, Mirpur, Dhaka",1150,3,3,17000,Mirpur
1721,"Block K, Bashundhara R-A, Dhaka",1200,2,2,22000,Bashundhara
1722,"Kathalbagan, Dhaka",1000,2,2,30000,Kathalbagan
1723,"Maghbazar, Dhaka",850,2,2,20000,Maghbazar
1724,"Khilkhet, Dhaka",650,2,2,10500,Khilkhet
1725,"Block C, Banasree, Dhaka",1200,3,2,19000,Banasree
1726,"Block D, Arambag Residential Area, Pallabi, Mirpur, Dhaka",1100,3,3,19000,Mirpur
1727,"PC Culture Housing Society, Shyamoli, Dhaka",720,2,2,15000,Shyamoli
1728,"Manikdi, Cantonment, Dhaka",650,2,2,11000,Cantonment
1729,"Block E, Arambag Residential Area, Pallabi, Mirpur, Dhaka",700,2,2,13000,Mirpur
1730,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1731,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1200,3,3,21000,Mohammadpur
1732,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1733,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,40000,Mirpur
1734,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,28000,Mirpur
1735,"Sector 11, Uttara, Dhaka",700,2,1,19000,Uttara
1736,"Sector 11, Uttara, Dhaka",700,2,1,17000,Uttara
1737,"East Shewrapara, Mirpur, Dhaka",1100,3,3,15000,Mirpur
1738,"East Shewrapara, Mirpur, Dhaka",1100,3,3,18000,Mirpur
1739,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1400,3,3,15000,Mohammadpur
1740,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",900,3,2,12000,Mohammadpur
1741,"Mohammadi Housing LTD., Mohammadpur, Dhaka",2160,3,4,30000,Mohammadpur
1742,"Kafrul, Dhaka",650,2,1,12500,Kafrul
1743,"South Goran, Goran, Khilgaon, Dhaka",950,3,2,15000,Khilgaon
1744,"Section 10, Mirpur, Dhaka",1360,3,3,18000,Mirpur
1745,"Mirpur, Dhaka",950,3,2,14000,Mirpur
1746,"Joar Sahara, Dhaka",950,3,2,18000,Joar Sahara
1747,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",800,2,2,20000,Dhanmondi
1748,"Manikdi, Cantonment, Dhaka",650,2,2,10000,Cantonment
1749,"Nayatola, Maghbazar, Dhaka",1000,2,2,16000,Maghbazar
1750,"Maghbazar, Dhaka",800,2,2,15300,Maghbazar
1751,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13500,Mirpur
1752,"Mirpur, Dhaka",800,2,2,11000,Mirpur
1753,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",1250,3,3,12000,Mohammadpur
1754,"Shahjahanpur, Dhaka",500,1,1,10000,Shahjahanpur
1755,"Middle Badda, Badda, Dhaka",1000,3,2,20000,Badda
1756,"West Malibag, Malibagh, Dhaka",800,2,2,16000,Malibagh
1757,"Mazar Road, 2nd Colony, Mirpur, Dhaka",700,2,2,12000,Mirpur
1758,"Block B, Section 10, Mirpur, Dhaka",1350,3,3,26000,Mirpur
1759,"Mohammadia Housing Society, Mohammadpur, Dhaka",750,2,2,17000,Mohammadpur
1760,"Malibagh, Dhaka",1105,3,3,25000,Malibagh
1761,"Rupnagar R/A, Mirpur, Dhaka",1200,3,3,20000,Mirpur
1762,"Rupnagar R/A, Mirpur, Dhaka",700,2,2,11000,Mirpur
1763,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,13000,Mirpur
1764,"Rupnagar R/A, Mirpur, Dhaka",800,2,2,13000,Mirpur
1765,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",850,2,2,15000,Rampura
1766,"Shegunbagicha, Dhaka",1350,3,3,35000,Shegunbagicha
1767,"Middle Badda, Badda, Dhaka",720,2,2,17000,Badda
1768,"Rupnagar R/A, Mirpur, Dhaka",1000,3,3,18000,Mirpur
1769,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,16000,Mohammadpur
1770,"West Kazipara, Mirpur, Dhaka",1100,3,2,16000,Mirpur
1771,"North Pirerbag, Pirerbag, Mirpur, Dhaka",600,2,2,11000,Mirpur
1772,"Gulshan 1, Gulshan, Dhaka",2250,3,3,150000,Gulshan
1773,"Khilkhet, Dhaka",650,2,2,10500,Khilkhet
1774,"Joar Sahara, Dhaka",1150,3,3,22000,Joar Sahara
1775,"Mohammadpur, Dhaka",650,2,2,16500,Mohammadpur
1776,"Mirpur, Dhaka",700,2,2,12000,Mirpur
1777,"Adabor, Dhaka",1200,3,3,20000,Adabor
1778,"Adabor, Dhaka",1200,3,3,20000,Adabor
1779,"Bagan Bari, Cantonment, Dhaka",1150,3,3,18000,Cantonment
1780,"Gulshan 1, Gulshan, Dhaka",3000,4,4,150000,Gulshan
1781,"Gulshan 1, Gulshan, Dhaka",2800,4,4,140000,Gulshan
1782,"Anurbag, Dakshin Khan, Dhaka",600,2,2,9000,Dakshin Khan
1783,"South Monipur, Mirpur, Dhaka",800,2,2,11000,Mirpur
1784,"Kuril, Dhaka",800,2,2,16000,Kuril
1785,"Kuril, Dhaka",700,2,2,13000,Kuril
1786,"Mollika R/A, Section 7, Mirpur, Dhaka",1200,3,3,19000,Mirpur
1787,"Joar Sahara, Dhaka",800,2,2,16000,Joar Sahara
1788,"Mohammadpur, Dhaka",1100,3,2,22000,Mohammadpur
1789,"Joar Sahara, Dhaka",1150,2,2,21000,Joar Sahara
1790,"Matikata, Cantonment, Dhaka",950,3,2,17000,Cantonment
1791,"Block J, Banasree, Dhaka",1000,3,2,17500,Banasree
1792,"Nadda, Dhaka",1200,3,3,20000,Nadda
1793,"Mohammadia Housing Society, Mohammadpur, Dhaka",1200,3,3,25000,Mohammadpur
1794,"Nadda, Dhaka",1200,3,3,22000,Nadda
1795,"Darussalam, Mirpur, Dhaka",1400,3,3,23000,Mirpur
1796,"Gandaria, Sutrapur, Dhaka",1500,3,3,25000,Sutrapur
1797,"Nadda, Dhaka",1200,3,3,22000,Nadda
1798,"Shyamoli, Dhaka",1400,3,3,30000,Shyamoli
1799,"Block B, Section 12, Mirpur, Dhaka",1500,3,3,25000,Mirpur
1800,"Joar Sahara, Dhaka",700,2,2,13500,Joar Sahara
1801,"Lalmatia, Dhaka",1200,3,3,30000,Lalmatia
1802,"Shyamoli, Dhaka",700,2,2,15000,Shyamoli
1803,"Gandaria, Sutrapur, Dhaka",1200,3,3,18000,Sutrapur
1804,"Joar Sahara, Dhaka",1850,3,3,30000,Joar Sahara
1805,"Block B, Section 12, Mirpur, Dhaka",1500,3,3,28000,Mirpur
1806,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
1807,"Mirpur, Dhaka",1725,4,4,25000,Mirpur
1808,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
1809,"Mirpur, Dhaka",1000,3,2,16000,Mirpur
1810,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,16500,Mohammadpur
1811,"Lalmatia, Dhaka",1200,3,3,30000,Lalmatia
1812,"Joar Sahara, Dhaka",850,2,2,16000,Joar Sahara
1813,"Joar Sahara, Dhaka",800,2,2,14000,Joar Sahara
1814,"Mirpur, Dhaka",800,2,2,13000,Mirpur
1815,"Taltola, Agargaon, Dhaka",900,2,3,15000,Taltola
1816,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1150,3,3,16000,Shyamoli
1817,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1150,3,3,18000,Shyamoli
1818,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
1819,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",1020,3,2,10000,Mohammadpur
1820,"Middle Badda, Badda, Dhaka",720,2,2,14000,Badda
1821,"Mirpur, Dhaka",600,2,1,10000,Mirpur
1822,"Dhanmondi, Dhaka",2040,3,5,50000,Dhanmondi
1823,"Nayatola, Maghbazar, Dhaka",1000,2,2,15000,Maghbazar
1824,"Section 1, Mirpur, Dhaka",1600,3,3,16000,Mirpur
1825,"Shyamoli Housing (2nd Project), Adabor, Dhaka",800,2,2,15000,Shyamoli
1826,"Shyamoli Housing (2nd Project), Adabor, Dhaka",800,2,2,15000,Shyamoli
1827,"Mirpur, Dhaka",1000,3,3,15000,Mirpur
1828,"Block A, Section 12, Mirpur, Dhaka",1000,3,3,25000,Mirpur
1829,"Kalachandpur, Dhaka",1000,3,2,20000,Kalachandpur
1830,"Kalachandpur, Dhaka",1050,3,2,20000,Kalachandpur
1831,"Joar Sahara, Dhaka",1050,3,2,18000,Joar Sahara
1832,"Shyamoli Housing (2nd Project), Adabor, Dhaka",800,2,2,15000,Shyamoli
1833,"Jagannathpur, Badda, Dhaka",1050,3,2,16000,Badda
1834,"Jagannathpur, Badda, Dhaka",1050,3,2,16000,Badda
1835,"Paikpara, Mirpur, Dhaka",1150,3,2,16000,Mirpur
1836,"Joar Sahara, Dhaka",850,2,2,16000,Joar Sahara
1837,"Block A, Bashundhara R-A, Dhaka",2100,3,3,27000,Bashundhara
1838,"Gandaria, Sutrapur, Dhaka",1500,3,3,25000,Sutrapur
1839,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
1840,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",1150,3,3,16000,Shyamoli
1841,"Chairman Para, Dakshin Khan, Dhaka",500,2,1,8000,Dakshin Khan
1842,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",700,2,2,11000,Mirpur
1843,"Block F, Bashundhara R-A, Dhaka",1800,3,4,40000,Bashundhara
1844,"Block C, Section 12, Mirpur, Dhaka",800,2,2,19500,Mirpur
1845,"Matikata, Cantonment, Dhaka",1300,3,3,16500,Cantonment
1846,"Block A, Section 11, Mirpur, Dhaka",1250,3,3,22000,Mirpur
1847,"Sector 1, Uttara, Dhaka",1400,3,3,30000,Uttara
1848,"Sector 13, Uttara, Dhaka",1000,2,2,20000,Uttara
1849,"Shantinagar, Dhaka",1625,3,3,36000,Shantinagar
1850,"Joar Sahara, Dhaka",1050,3,3,19000,Joar Sahara
1851,"Block F, Bashundhara R-A, Dhaka",2300,4,4,45000,Bashundhara
1852,"Bangshal, Dhaka",850,2,2,21000,Bangshal
1853,"Block F, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
1854,"Middle Badda, Badda, Dhaka",900,2,2,14000,Badda
1855,"Block B, Arambag Residential Area, Pallabi, Mirpur, Dhaka",2800,4,5,36000,Mirpur
1856,"East Kazipara, Mirpur, Dhaka",1100,3,2,20000,Mirpur
1857,"Adabor, Dhaka",1200,3,3,20000,Adabor
1858,"Block A, Aftab Nagar, Dhaka",1150,3,3,20000,Aftab Nagar
1859,"Lalbagh, Dhaka",800,2,2,25000,Lalbagh
1860,"Azimpur, Lalbagh, Dhaka",650,2,1,14000,Lalbagh
1861,"Section 1, Mirpur, Dhaka",800,2,2,13000,Mirpur
1862,"Mohammadpur, Dhaka",650,2,2,17000,Mohammadpur
1863,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur
1864,"Khilgaon, Dhaka",700,2,2,15000,Khilgaon
1865,"Adabor, Dhaka",1200,3,3,20000,Adabor
1866,"North Kamlapur, Kamlapur, Motijheel, Dhaka",1250,3,2,32000,Motijheel
1867,"Block B, Banasree, Dhaka",800,2,2,14000,Banasree
1868,"Section 1, Mirpur, Dhaka",1000,3,2,15000,Mirpur
1869,"Rupnagar R/A, Mirpur, Dhaka",850,3,2,16000,Mirpur
1870,"Nadda, Dhaka",1300,3,3,24000,Nadda
1871,"Rupnagar R/A, Mirpur, Dhaka",1870,3,3,24000,Mirpur
1872,"Sector 13, Uttara, Dhaka",900,2,2,16000,Uttara
1873,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
1874,"Sector 11, Uttara, Dhaka",800,2,2,20000,Uttara
1875,"Hazaribag, Dhaka",750,2,2,14500,Hazaribag
1876,"Nadda, Dhaka",1200,3,3,22000,Nadda
1877,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,18000,Mohammadpur
1878,"Shyamoli, Dhaka",700,2,2,16000,Shyamoli
1879,"Joar Sahara, Dhaka",700,2,2,13000,Joar Sahara
1880,"Middle Bashabo, Bashabo, Dhaka",800,2,2,15000,Bashabo
1881,"Lalmatia, Dhaka",1800,3,4,40000,Lalmatia
1882,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
1883,"North Ibrahimpur, Ibrahimpur, Dhaka",750,2,2,15000,Ibrahimpur
1884,"1st Colony, Mirpur, Dhaka",700,2,2,14000,Mirpur
1885,"PC Culture Housing, Mohammadpur, Dhaka",500,1,1,10500,Mohammadpur
1886,"Matikata, Cantonment, Dhaka",1300,3,3,16500,Cantonment
1887,"Matikata, Cantonment, Dhaka",1300,3,3,16500,Cantonment
1888,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",1500,3,3,22000,Mohammadpur
1889,"Baitul Aman Housing Society, Adabor, Dhaka",1300,3,3,20000,Adabor
1890,"Kallyanpur, Mirpur, Dhaka",850,3,2,13000,Mirpur
1891,"Green City Housing, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur
1892,"Green City Housing, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur
1893,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",700,2,2,10000,Mohammadpur
1895,"Mohammadpur, Dhaka",650,2,1,14000,Mohammadpur
1896,"Mohammadpur, Dhaka",650,2,1,14000,Mohammadpur
1897,"Maghbazar, Dhaka",1100,3,2,22000,Maghbazar
1898,"Jahuri Moholla, Mohammadpur, Dhaka",700,2,2,16000,Mohammadpur
1899,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
1900,"Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
1901,"Mohammadpur, Dhaka",650,2,2,18000,Mohammadpur
1902,"Jurain, Shyampur, Dhaka",900,3,2,11000,Shyampur
1903,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",950,3,2,16500,Mohammadpur
1904,"Sujat Nagar, Pallabi, Mirpur, Dhaka",1050,3,2,17000,Mirpur
1905,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
1906,"PC Culture Housing, Mohammadpur, Dhaka",1050,2,2,17000,Mohammadpur
1907,"Block B, Section 12, Mirpur, Dhaka",1050,3,3,18000,Mirpur
1908,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",720,2,2,10000,Mohammadpur
1909,"Block B, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur
1910,"Tajmahal Road, Mohammadpur, Dhaka",750,2,2,16000,Mohammadpur
1911,"Matikata, Cantonment, Dhaka",900,3,2,13000,Cantonment
1912,"Shegunbagicha, Dhaka",1500,3,3,32000,Shegunbagicha
1913,"Rupnagar R/A, Mirpur, Dhaka",650,2,2,10500,Mirpur
1914,"North Shahjahanpur, Dhaka",1100,3,3,28000,Shahjahanpur
1915,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,45000,Mirpur
1916,"Mohammadpur, Dhaka",650,1,1,14000,Mohammadpur
1917,"Sector 10, Uttara, Dhaka",1500,4,2,20000,Uttara
1918,"Mohammadi Housing LTD., Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
1919,"Mohammadi Housing LTD., Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
1920,"Hazaribag, Dhaka",900,2,2,15000,Hazaribag
1921,"Sector 10, Uttara, Dhaka",1600,3,3,18000,Uttara
1922,"Sector 7, Uttara, Dhaka",1732,3,3,28000,Uttara
1923,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",950,2,2,14000,Mohammadpur
1924,"Block B, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1100,3,3,20000,Mohammadpur
1925,"Block C, Mansurabad Housing Society, Adabor, Dhaka",850,2,2,16000,Adabor
1926,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur
1927,"Block B, Section 13, Mirpur, Dhaka",600,2,1,11000,Mirpur
1928,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",800,2,2,16500,Mohammadpur
1929,"Hazaribag, Dhaka",1100,3,3,22000,Hazaribag
1930,"Mohammadpur, Dhaka",680,2,2,17000,Mohammadpur
1931,"Mohammadpur, Dhaka",650,2,1,15000,Mohammadpur
1932,"Mirpur, Dhaka",1215,3,4,20000,Mirpur
1933,"Block E, South Banasree Project, Banasree, Dhaka",1100,3,2,14500,Banasree
1934,"East Goran, Goran, Khilgaon, Dhaka",700,2,2,15000,Khilgaon
1935,"Block F, aziz Moholla, Mohammadpur, Dhaka",700,2,2,15000,Mohammadpur
1936,"Mohammadpur, Dhaka",750,2,2,15500,Mohammadpur
1937,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",850,3,2,14000,Mohammadpur
1938,"Mohammadpur, Dhaka",850,2,2,14000,Mohammadpur
1939,"Shantinagar, Dhaka",1075,3,2,28000,Shantinagar
1940,"Comfort Housing, Adabor, Dhaka",850,2,2,15000,Adabor
1941,"Kafrul, Dhaka",1548,3,3,20000,Kafrul
1942,"Block C, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor
1943,"Bashabo, Dhaka",1300,3,2,24000,Bashabo
1944,"North Shahjahanpur, Dhaka",600,1,1,10000,Shahjahanpur
1945,"Shahjahanpur, Dhaka",400,1,1,10000,Shahjahanpur
1946,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",2200,4,4,44000,Mirpur
