Serial No,Location,Apartment_size,Bed,Bath,Price,Area
2387,"Block H, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur
2388,"Joar Sahara, Dhaka",1200,2,2,16000,Joar Sahara
2389,"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1200,3,3,20000,Mohammadpur
2390,"Block G, Banasree, Dhaka",950,2,2,15000,Banasree
2391,"Mohammadpur, Dhaka",956,3,2,29000,Mohammadpur
2392,"Block A, Bashundhara R-A, Dhaka",2100,3,5,60000,Bashundhara
2393,"Gulbag, Malibagh, Dhaka",1150,3,3,20000,Malibagh
2394,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,27000,Adabor
2395,"Sector 12, Uttara, Dhaka",850,2,2,17000,Uttara
2396,"Tejgaon, Dhaka",800,2,2,20000,Tejgaon
2397,"Block F, Banasree, Dhaka",900,3,2,18000,Banasree
2398,"Taltola, Khilgaon, Dhaka",700,2,2,15000,Taltola
2399,"Dhanmondi, Dhaka",1250,3,3,25000,Dhanmondi
0,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900,2,2,15000,Dhanmondi
1,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
2,"Shahjahanpur, Dhaka",500,2,1,11000,Shahjahanpur
3,"Maghbazar, Dhaka",650,2,1,11000,Maghbazar
4,"Block F, aziz Moholla, Mohammadpur, Dhaka",750,2,2,14500,Mohammadpur
5,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
6,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900,2,2,15000,Dhanmondi
7,"South Banasree Project, Banasree, Dhaka",550,1,1,8000,Banasree
8,"Malibagh, Dhaka",1840,3,3,30000,Malibagh
9,"Block D, Pallabi, Mirpur, Dhaka",1500,3,3,20000,Mirpur
10,"Block B, Section 12, Mirpur, Dhaka",1550,3,3,25000,Mirpur
11,"Shahjahanpur, Dhaka",600,2,2,18000,Shahjahanpur
12,"Road No 11, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur
13,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,11000,Mirpur
14,"Meradia, Khilgaon, Dhaka",1040,3,2,15000,Khilgaon
15,"Mohammadi Housing LTD., Mohammadpur, Dhaka",850,2,2,15000,Mohammadpur
16,"Tejgaon, Dhaka",1150,3,2,25000,Tejgaon
17,"Agargaon, Dhaka",850,2,2,14000,Agargaon
18,"Shyamoli, Dhaka",800,2,2,14000,Shyamoli
19,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",800,2,2,16000,Badda
20,"Block H, Banasree, Dhaka",1050,3,2,20000,Banasree
21,"East Rampura, Rampura, Dhaka",650,2,1,12000,Rampura
22,"East Rampura, Rampura, Dhaka",750,2,2,14000,Rampura
23,"East Rampura, Rampura, Dhaka",600,2,1,10500,Rampura
24,"East Rampura, Rampura, Dhaka",550,2,1,10000,Rampura
25,"North Ibrahimpur, Ibrahimpur, Dhaka",800,2,2,15000,Ibrahimpur
26,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",500,2,2,9000,Mirpur
27,"Ibrahimpur, Dhaka",750,2,2,12000,Ibrahimpur
28,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1650,4,4,35000,Mohammadpur
29,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1650,4,4,35000,Mohammadpur
30,"South Badda, Badda, Dhaka",750,2,2,18000,Badda
31,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",800,2,2,17000,Dhanmondi
32,"Shamibag, Sutrapur, Dhaka",1000,3,3,23000,Sutrapur
33,"Arambagh, Motijheel, Dhaka",600,2,1,16000,Motijheel
34,"Agargaon, Dhaka",650,2,2,10000,Agargaon
35,"Sector 11, Uttara, Dhaka",800,2,2,19500,Uttara
36,"Tikatuli, Sutrapur, Dhaka",850,2,2,22000,Sutrapur
37,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
38,"Middle Badda, Badda, Dhaka",650,2,2,14000,Badda
39,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,14500,Dhanmondi
40,"Hazaribag, Dhaka",550,2,1,10000,Hazaribag
41,"Dakkhin Paikpara, Mirpur, Dhaka",1000,2,2,14000,Mirpur
42,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1600,4,4,22000,Mohammadpur
43,"Section 1, Mirpur, Dhaka",700,2,2,13000,Mirpur
44,"Block B, Mansurabad Housing Society, Adabor, Dhaka",1350,3,3,23500,Adabor
45,"East Monipur, Mirpur, Dhaka",1000,3,2,20000,Mirpur
46,"West Shewrapara, Mirpur, Dhaka",800,2,2,13000,Mirpur
47,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur
48,"Block C, South Banasree Project, Banasree, Dhaka",1320,3,3,18000,Banasree
49,"Faydabad, Dakshin Khan, Dhaka",1100,3,2,15000,Dakshin Khan
50,"Block K, Baridhara, Dhaka",3000,4,4,200000,Baridhara
51,"Block B, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
52,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda
53,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",750,2,2,11000,Mohammadpur
54,"Joar Sahara, Dhaka",750,2,2,15000,Joar Sahara
55,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
56,"Joar Sahara, Dhaka",1150,3,3,19000,Joar Sahara
57,"Porod Diea, Satarkul, Uttar Badda, Badda, Dhaka",700,2,2,10000,Satarkul
58,"Sector 10, Uttara, Dhaka",950,2,2,17000,Uttara
59,"Hazaribag, Dhaka",1100,3,2,16000,Hazaribag
60,"Hazaribag, Dhaka",550,2,1,10000,Hazaribag
61,"Hazaribag, Dhaka",1100,3,2,16000,Hazaribag
62,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
63,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
64,"Hazaribag, Dhaka",800,2,2,12000,Hazaribag
65,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",720,2,2,11000,Mohammadpur
66,"North Goran, Khilgaon, Goran, Khilgaon, Dhaka",900,3,2,22000,Khilgaon
67,"Wari, Sutrapur, Dhaka",500,2,1,12000,Sutrapur
68,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",700,2,2,11500,Mirpur
69,"Block B, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur
70,"Baitul Aman Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
71,"West Rampura, Rampura, Dhaka",950,2,2,13000,Rampura
72,"Ibrahimpur, Dhaka",650,2,2,10000,Ibrahimpur
73,"Block B, Section 11, Mirpur, Dhaka",650,2,2,13000,Mirpur
74,"PC Culture Housing, Mohammadpur, Dhaka",900,3,3,25000,Mohammadpur
75,"Monipuripara, Tejgaon, Dhaka",1430,3,4,32000,Tejgaon
76,"Mirpur, Dhaka",1114,3,3,15000,Mirpur
77,"Block H, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur
78,"Joar Sahara, Dhaka",1200,2,2,16000,Joar Sahara
79,"Block E, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",1200,3,3,20000,Mohammadpur
80,"Block G, Banasree, Dhaka",950,2,2,15000,Banasree
81,"Mohammadpur, Dhaka",956,3,2,29000,Mohammadpur
82,"Block A, Bashundhara R-A, Dhaka",2100,3,5,60000,Bashundhara
83,"Gulbag, Malibagh, Dhaka",1150,3,3,20000,Malibagh
84,"Farmgate, Tejgaon, Dhaka",1500,3,3,26000,Farmgate
85,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,27000,Adabor
86,"Sector 12, Uttara, Dhaka",850,2,2,17000,Uttara
87,"Tejgaon, Dhaka",800,2,2,20000,Tejgaon
88,"Block F, Banasree, Dhaka",900,3,2,18000,Banasree
89,"Taltola, Khilgaon, Dhaka",700,2,2,15000,Taltola
90,"Dhanmondi, Dhaka",1250,3,3,25000,Dhanmondi
91,"Block D, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur
92,"Section 2, Mirpur, Dhaka",1400,3,3,24000,Mirpur
93,"East Shewrapara, Mirpur, Dhaka",1526,3,3,22000,Mirpur
94,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
95,"Section 1, Mirpur, Dhaka",700,2,2,12000,Mirpur
96,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
97,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
98,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1200,3,3,16000,Dhanmondi
99,"Middle Badda, Badda, Dhaka",650,2,2,14000,Badda
100,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1200,3,3,16000,Dhanmondi
101,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1200,3,3,16000,Dhanmondi
102,"Block D, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",800,2,2,12500,Mirpur
103,"Faydabad, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
104,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1100,3,3,18000,Mohammadpur
105,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
106,"Faydabad, Dakshin Khan, Dhaka",1100,3,2,13000,Dakshin Khan
107,"Paikpara, Mirpur, Dhaka",1200,3,3,17000,Mirpur
108,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
109,"Old Eskaton, Eskaton, Dhaka",2167,4,4,60000,Eskaton
110,"Wari, Sutrapur, Dhaka",1350,3,3,35000,Sutrapur
111,"Tolarbag, Section 1, Mirpur, Dhaka",800,2,2,14000,Mirpur
112,"Kathalbagan, Dhaka",1200,3,3,30000,Kathalbagan
113,"Block B, Future Town, Bochila, Mohammadpur, Dhaka",1400,3,3,15000,Mohammadpur
114,"Block C, Bashundhara R-A, Dhaka",2025,3,4,40000,Bashundhara
115,"South Badda, Badda, Dhaka",1100,3,2,25000,Badda
116,"Block B, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur
117,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
118,"Ibrahimpur, Dhaka",1250,3,3,19000,Ibrahimpur
119,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",1100,3,2,13000,Mirpur
120,"Tali office Road, Hazaribag, Dhaka",400,1,1,10000,Hazaribag
121,"South Banasree Project, Banasree, Dhaka",1000,3,3,14500,Banasree
122,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",900,2,2,11000,Mirpur
123,"Block A, Section 1, Mirpur, Dhaka",700,2,2,16000,Mirpur
124,"Mirpur, Dhaka",1050,3,2,13000,Mirpur
125,"Mirpur, Dhaka",750,2,2,12000,Mirpur
126,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",750,2,2,10000,Mohammadpur
127,"Block C, Bashundhara R-A, Dhaka",1438,3,4,42000,Bashundhara
128,"Dhanmondi, Dhaka",2385,3,4,55000,Dhanmondi
129,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1200,3,4,17000,Mohammadpur
130,"Pilkhana, Hazaribag, Dhaka",750,3,2,18000,Hazaribag
131,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",950,2,2,17000,Dhanmondi
132,"Lalbagh, Dhaka",1100,2,2,20000,Lalbagh
133,"Block Ka, North Bishil, Section 1, Mirpur, Dhaka",1000,3,2,18000,Mirpur
134,"Merul Badda, Badda, Dhaka",800,2,2,17000,Badda
135,"Gulbag, Malibagh, Dhaka",950,2,2,17000,Malibagh
136,"Block C, Bashundhara R-A, Dhaka",1319,3,4,26000,Bashundhara
137,"Tejkunipara, Tejgaon, Dhaka",900,2,2,23000,Tejgaon
138,"Block C, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur
139,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur
140,"Shyamoli, Dhaka",450,1,1,12000,Shyamoli
141,"Badda, Dhaka",700,2,2,14500,Badda
142,"Mazar Road, 2nd Colony, Mirpur, Dhaka",600,2,2,13000,Mirpur
143,"Block D, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",1100,3,2,14000,Mirpur
144,"East Kazipara, Mirpur, Dhaka",550,1,1,9000,Mirpur
145,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara
146,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara
147,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara
148,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara
149,"Sector 10, Uttara, Dhaka",900,2,2,16000,Uttara
150,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",1000,2,2,11000,Mirpur
151,"Sector 13, Uttara, Dhaka",900,2,2,20000,Uttara
152,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1050,3,3,14000,Dhanmondi
153,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",1050,3,3,14000,Dhanmondi
154,"Ibrahimpur, Dhaka",600,1,1,9000,Ibrahimpur
155,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",900,3,2,15500,Agargaon
156,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1150,3,3,20000,Agargaon
157,"Block I, Bashundhara R-A, Dhaka",2000,4,4,46000,Bashundhara
158,"Block I, Bashundhara R-A, Dhaka",2000,4,4,46000,Bashundhara
159,"Block I, Bashundhara R-A, Dhaka",2000,4,4,46000,Bashundhara
160,"Block I, Bashundhara R-A, Dhaka",2000,4,4,46000,Bashundhara
161,"Mohammadpur, Dhaka",1700,3,3,31000,Mohammadpur
162,"Sector 13, Uttara, Dhaka",1100,3,3,22000,Uttara
163,"Sector 13, Uttara, Dhaka",900,2,2,18000,Uttara
164,"Sector 13, Uttara, Dhaka",900,2,2,18000,Uttara
165,"North Bashabo, Bashabo, Dhaka",450,1,1,10000,Bashabo
166,"Matikata, Cantonment, Dhaka",980,3,2,16000,Cantonment
167,"Matikata, Cantonment, Dhaka",980,3,2,16000,Cantonment
168,"New Eskaton, Eskaton, Dhaka",550,1,1,13000,Eskaton
169,"Shyamoli, Dhaka",1500,3,3,30000,Shyamoli
170,"Section 12, Mirpur, Dhaka",1600,3,3,30000,Mirpur
171,"Mohammadpur, Dhaka",750,2,2,18000,Mohammadpur
172,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",800,2,2,12000,Mirpur
173,"Khilgaon, Dhaka",750,2,2,16000,Khilgaon
174,"Kafrul, Dhaka",650,2,1,10000,Kafrul
175,"Chandmiya Housing, Mohammadpur, Dhaka",900,2,2,20000,Mohammadpur
176,"Adabor, Dhaka",650,2,2,14000,Adabor
177,"Mohammadpur, Dhaka",650,2,2,15000,Mohammadpur
178,"Adabor, Dhaka",800,2,2,15000,Adabor
179,"Middle Pirerbag, Pirerbag, Mirpur, Dhaka",800,2,2,11000,Mirpur
180,"Section 10, Mirpur, Dhaka",1050,3,2,17000,Mirpur
181,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur
182,"Block B, Section 11, Mirpur, Dhaka",750,3,2,12000,Mirpur
183,"Moddhopara, Ashkona, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
184,"Adabor, Dhaka",800,2,2,15000,Adabor
185,"Adabor, Dhaka",800,2,2,15000,Adabor
186,"Pallabi Extension, Pallabi, Mirpur, Dhaka",650,2,2,11000,Mirpur
187,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",1256,3,3,25000,Mirpur
188,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",750,2,2,13000,Mohammadpur
189,"Rajarbagh, Motijheel, Dhaka",1125,3,3,25000,Motijheel
190,"PC Culture Housing, Mohammadpur, Dhaka",1050,2,2,18000,Mohammadpur
191,"Block B, Banasree, Dhaka",950,2,1,13000,Banasree
192,"Block E, Section 12, Mirpur, Dhaka",650,2,2,14500,Mirpur
193,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor
194,"PC Culture Housing, Mohammadpur, Dhaka",700,2,2,13000,Mohammadpur
195,"North Shahjahanpur, Dhaka",600,2,1,16000,Shahjahanpur
196,"Mohammadpur, Dhaka",1900,3,4,55000,Mohammadpur
197,"Mohammadia Housing Society, Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
198,"Shyamoli, Dhaka",1200,3,3,20000,Shyamoli
199,"Mohammadpur, Dhaka",660,2,1,14000,Mohammadpur
200,"Block D, Dolipara, Uttara, Dhaka",1300,3,2,18000,Uttara
201,"Rajarbagh, Motijheel, Dhaka",800,2,2,20000,Motijheel
202,"Block A, Section 10, Mirpur, Dhaka",1250,3,3,24000,Mirpur
203,"Jahuri Moholla, Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
204,"Senpara Parbata, Section 10, Mirpur, Dhaka",650,2,2,11000,Mirpur
205,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",900,2,2,14000,Mohammadpur
206,"Sector 5, Uttara, Dhaka",1050,2,2,17000,Uttara
207,"1st Colony, Mirpur, Dhaka",600,2,2,11000,Mirpur
208,"Ali And Nur Real Estate, Mohammadpur, Dhaka",720,2,2,14000,Mohammadpur
209,"Kuril, Dhaka",750,2,1,12000,Kuril
210,"Sector 10, Uttara, Dhaka",1500,3,3,22000,Uttara
211,"Tajmahal Road, Mohammadpur, Dhaka",650,2,2,22000,Mohammadpur
212,"Block D, Section 12, Mirpur, Dhaka",700,2,2,14000,Mirpur
213,"Shahjahanpur, Dhaka",600,2,1,16000,Shahjahanpur
214,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",750,2,2,12300,Mohammadpur
215,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur
216,"Lalkuthi, 3rd Colony, Mirpur, Dhaka",650,2,2,11000,Mirpur
217,"Ali And Nur Real Estate, Mohammadpur, Dhaka",750,2,2,12000,Mohammadpur
218,"Adabor, Dhaka",850,2,2,16000,Adabor
219,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
220,"North Shahjahanpur, Dhaka",800,3,2,22000,Shahjahanpur
221,"Sector 12, Uttara, Dhaka",900,2,2,18000,Uttara
222,"North Shahjahanpur, Dhaka",800,2,2,26000,Shahjahanpur
223,"Ibrahimpur, Dhaka",950,3,2,15000,Ibrahimpur
224,"North Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
225,"North Shahjahanpur, Dhaka",750,2,2,20000,Shahjahanpur
226,"North Shahjahanpur, Dhaka",750,2,2,18000,Shahjahanpur
227,"North Shahjahanpur, Dhaka",450,1,1,11000,Shahjahanpur
228,"Middle Badda, Badda, Dhaka",720,2,2,12000,Badda
229,"East Kazipara, Mirpur, Dhaka",700,2,2,12000,Mirpur
230,"East Kazipara, Mirpur, Dhaka",650,2,1,9500,Mirpur
231,"Block H, Section 2, Mirpur, Dhaka",650,2,2,13000,Mirpur
232,"Comfort Housing, Adabor, Dhaka",900,2,2,15000,Adabor
233,"Farmgate, Tejgaon, Dhaka",1200,3,3,30000,Farmgate
234,"Dhanmondi, Dhaka",1500,3,3,36000,Dhanmondi
235,"North Shahjahanpur, Dhaka",700,2,2,19000,Shahjahanpur
236,"Motijheel, Dhaka",1250,3,3,30000,Motijheel
237,"Tejgaon, Dhaka",1000,3,2,25000,Tejgaon
238,"Mohammadpur, Dhaka",750,2,2,16500,Mohammadpur
239,"Block B, Notunbag, Taltola, Khilgaon, Dhaka",850,2,2,16000,Taltola
240,"Block D, Section 1, Mirpur, Dhaka",650,2,2,12000,Mirpur
241,"Block A, Section 2, Mirpur, Dhaka",700,2,2,15000,Mirpur
242,"Block C, Section 10, Mirpur, Dhaka",1050,3,2,20000,Mirpur
243,"Mirpur, Dhaka",800,3,3,16000,Mirpur
244,"Mirpur, Dhaka",800,2,2,11000,Mirpur
245,"Section 1, Mirpur, Dhaka",1200,3,3,17000,Mirpur
246,"Section 1, Mirpur, Dhaka",650,2,2,12500,Mirpur
247,"Avenue 3, Block A, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
248,"Section 1, Mirpur, Dhaka",1500,3,3,22000,Mirpur
249,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur
250,"Middle Badda, Badda, Dhaka",680,2,2,15000,Badda
251,"Ring Road, Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
252,"South Chalabon, Dakshin Khan, Dhaka",700,2,2,10000,Dakshin Khan
253,"Lalmatia, Dhaka",1800,3,4,42000,Lalmatia
254,"Matikata, Cantonment, Dhaka",980,3,2,16000,Cantonment
255,"Indira Road, Tejgaon, Dhaka",1405,3,4,35000,Tejgaon
256,"Mollika R/A, Section 7, Mirpur, Dhaka",1100,3,3,19000,Mirpur
257,"Mollika R/A, Section 7, Mirpur, Dhaka",1100,3,3,19000,Mirpur
258,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",1050,3,2,15000,Mirpur
259,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",1500,3,3,22000,Mirpur
260,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",1500,3,3,22000,Mirpur
261,"Janata Housing, Shah Ali Bag, Section 1, Mirpur, Dhaka",550,2,1,9000,Mirpur
262,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,23000,Adabor
263,"Baitul Aman Housing Society, Adabor, Dhaka",1400,3,3,30000,Adabor
264,"Baitul Aman Housing Society, Adabor, Dhaka",1300,3,3,25000,Adabor
265,"Chalabon, Dakshin Khan, Dhaka",500,2,1,8000,Dakshin Khan
266,"Shyamoli, Dhaka",1200,3,3,22000,Shyamoli
267,"East Mollartek, Dakshin Khan, Dhaka",700,2,2,9000,Dakshin Khan
268,"Dakshin Khan, Dhaka",600,2,1,9000,Dakshin Khan
269,"Kallyanpur, Mirpur, Dhaka",1050,3,3,16000,Mirpur
270,"Block C, Bashundhara R-A, Dhaka",2025,3,4,40000,Bashundhara
271,"Moushair, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan
272,"Mohammadpur, Dhaka",720,2,2,17000,Mohammadpur
273,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,15000,Badda
274,"Kallyanpur, Mirpur, Dhaka",720,2,2,12000,Mirpur
275,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750,2,2,14000,Mohammadpur
276,"Block A, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor
277,"Block C, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor
278,"Block E, Banasree, Dhaka",1650,4,3,25000,Banasree
279,"Motijheel, Dhaka",1550,3,3,30000,Motijheel
280,"Block F, Bashundhara R-A, Dhaka",1400,3,4,25000,Bashundhara
281,"IBN SINA Housing, Adabor, Dhaka",1200,3,3,20000,Adabor
282,"Block C, Kaderabad Housing Society, Bosila, Mohammadpur, Dhaka",3200,3,4,100000,Mohammadpur
283,"East Shewrapara, Mirpur, Dhaka",1250,3,3,16000,Mirpur
284,"aziz Moholla, Mohammadpur, Dhaka",750,2,2,15000,Mohammadpur
285,"Block F, Mohammadpur, Dhaka",600,2,1,12000,Mohammadpur
286,"Bochila, Mohammadpur, Dhaka",1100,3,3,20000,Mohammadpur
287,"Baitul Aman Housing Society, Adabor, Dhaka",1200,3,3,18000,Adabor
288,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1150,3,3,13000,Mohammadpur
289,"Block E, Chandrima Model Town, Mohammadpur, Dhaka",1150,3,3,13000,Mohammadpur
290,"West Shewrapara, Mirpur, Dhaka",800,2,2,13500,Mirpur
291,"Block H, South Banasree Project, Banasree, Dhaka",1050,3,3,16000,Banasree
292,"Block B, Section 12, Mirpur, Dhaka",1300,3,3,18000,Mirpur
293,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",780,2,2,10500,Mohammadpur
294,"North Adabor, Adabor, Dhaka",1130,3,2,18000,Adabor
295,"Hazaribag, Dhaka",700,2,1,16000,Hazaribag
296,"Section 1, Mirpur, Dhaka",600,2,1,10500,Mirpur
297,"Shahbagh, Dhaka",800,2,2,25000,Shahbagh
298,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka",1100,2,2,28000,Mirpur
299,"Ali And Nur Real Estate, Mohammadpur, Dhaka",650,2,1,13000,Mohammadpur
300,"Block E, Banasree, Dhaka",950,2,2,15000,Banasree
301,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,12000,Mirpur
302,"Block H, South Banasree Project, Banasree, Dhaka",800,2,1,12000,Banasree
303,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",750,2,2,12500,Mohammadpur
304,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka",750,2,2,11500,Mohammadpur
305,"Shahjahanpur, Dhaka",700,2,2,20000,Shahjahanpur
306,"Arambagh, Motijheel, Dhaka",600,2,1,15000,Motijheel
307,"Block C, Section 12, Mirpur, Dhaka",800,2,2,10000,Mirpur
308,"Sector 13, Uttara, Dhaka",900,2,2,17000,Uttara
309,"Arambagh, Motijheel, Dhaka",600,2,1,16000,Motijheel
310,"Block E, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur
311,"Mohammadia Housing Society, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur
312,"Middle Badda, Badda, Dhaka",720,2,2,14000,Badda
313,"PC Culture Housing, Mohammadpur, Dhaka",1250,3,4,30000,Mohammadpur
314,"Mohammadpur, Dhaka",800,2,2,15000,Mohammadpur
315,"Malibagh, Dhaka",1300,3,3,23000,Malibagh
316,"North Shahjahanpur, Dhaka",900,3,2,25000,Shahjahanpur
317,"Block D, Section 11, Mirpur, Dhaka",1260,3,3,22000,Mirpur
318,"Block B, Section 13, Mirpur, Dhaka",650,2,2,14000,Mirpur
319,"Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur
320,"Middle Badda, Badda, Dhaka",720,2,2,18000,Badda
321,"Sector 5, Uttara, Dhaka",1448,3,4,28000,Uttara
322,"Sector 3, Uttara, Dhaka",1734,3,3,45000,Uttara
323,"Uttar Badda, Badda, Dhaka",950,2,2,16000,Badda
324,"Mohammadpur, Dhaka",420,1,1,10000,Mohammadpur
325,"Bashabo, Dhaka",700,2,2,16000,Bashabo
326,"Goran, Khilgaon, Dhaka",600,2,1,10000,Khilgaon
327,"Block D, Section 12, Mirpur, Dhaka",650,2,2,13000,Mirpur
328,"Block B, Section 12, Mirpur, Dhaka",650,2,2,15000,Mirpur
329,"North Bashabo, Bashabo, Dhaka",1000,3,2,21000,Bashabo
330,"East Azampur, Dakshin Khan, Dhaka",1250,3,3,20000,Dakshin Khan
331,"Sector 7, Uttara, Dhaka",1950,3,4,40000,Uttara
332,"Mohammadia Housing Society, Mohammadpur, Dhaka",600,1,1,16000,Mohammadpur
333,"Mohammadpur, Dhaka",700,2,2,17000,Mohammadpur
334,"Kallyanpur, Mirpur, Dhaka",1285,3,3,16000,Mirpur
335,"Kallyanpur, Mirpur, Dhaka",1000,2,2,15000,Mirpur
336,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",700,2,2,13500,Vatara
337,"Kallyanpur, Mirpur, Dhaka",1200,3,3,18000,Mirpur
338,"Kallyanpur, Mirpur, Dhaka",1285,3,3,16000,Mirpur
339,"Kallyanpur, Mirpur, Dhaka",1200,3,3,16000,Mirpur
340,"Kallyanpur, Mirpur, Dhaka",1750,3,4,28000,Mirpur
341,"West Shewrapara, Mirpur, Dhaka",1000,3,2,17000,Mirpur
